profile_id,profile,sample_index,source_count,source_distances_m,radius_m,target_speakers,crossed_speaker_count_vs_prev,crossed_source_distances_m,target_set_unchanged_vs_prev,input_rms,input_rms_db,output_rms,output_rms_db,output_level_db_vs_input,delta_output_rms_db_vs_prev,adjacent_l1_vs_input,input_path,output_path
0,none,0,0,none,0.0,0,,,,0.0499999985,-26.020600,4.17169289e-06,-107.593751,-81.573151,,,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q0m.wav
0,none,0,0,none,0.1,0,0,,true,0.0499999985,-26.020600,2.77649766e-06,-111.130051,-85.109450,-3.536299,5.19383791e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q0.1m.wav
0,none,0,0,none,0.2,0,0,,true,0.0499999985,-26.020600,3.99359542e-06,-107.972717,-81.952116,3.157334,4.81742396e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q0.2m.wav
0,none,0,0,none,0.3,0,0,,true,0.0499999985,-26.020600,4.69891681e-06,-106.560043,-80.539443,1.412673,6.01832853e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q0.3m.wav
0,none,0,0,none,0.4,0,0,,true,0.0499999985,-26.020600,4.43927431e-06,-107.053758,-81.033158,-0.493715,5.67337492e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q0.4m.wav
0,none,0,0,none,0.5,0,0,,true,0.0499999985,-26.020600,4.60347693e-06,-106.738279,-80.717679,0.315480,3.43033445e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q0.5m.wav
0,none,0,0,none,0.6,0,0,,true,0.0499999985,-26.020600,4.5205102e-06,-106.896249,-80.875649,-0.157970,3.14795316e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q0.6m.wav
0,none,0,0,none,0.7,0,0,,true,0.0499999985,-26.020600,4.63671145e-06,-106.675797,-80.655197,0.220452,3.06119464e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q0.7m.wav
0,none,0,0,none,0.8,0,0,,true,0.0499999985,-26.020600,4.64342575e-06,-106.663228,-80.642628,0.012569,2.9898225e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q0.8m.wav
0,none,0,0,none,0.9,0,0,,true,0.0499999985,-26.020600,4.64122685e-06,-106.667342,-80.646742,-0.004114,2.95990262e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q0.9m.wav
0,none,0,0,none,1.0,0,0,,true,0.0499999985,-26.020600,4.5743449e-06,-106.793420,-80.772820,-0.126078,2.92281752e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q1m.wav
0,none,0,0,none,1.1,0,0,,true,0.0499999985,-26.020600,4.55728963e-06,-106.825865,-80.805265,-0.032446,2.89735826e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q1.1m.wav
0,none,0,0,none,1.2,0,0,,true,0.0499999985,-26.020600,4.54390487e-06,-106.851413,-80.830813,-0.025548,2.86326153e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q1.2m.wav
0,none,0,0,none,1.3,0,0,,true,0.0499999985,-26.020600,4.55468339e-06,-106.830834,-80.810234,0.020579,2.82806227e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q1.3m.wav
0,none,0,0,none,1.4,0,0,,true,0.0499999985,-26.020600,4.55930833e-06,-106.822019,-80.801419,0.008815,2.79239438e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q1.4m.wav
0,none,0,0,none,1.5,0,0,,true,0.0499999985,-26.020600,4.56082623e-06,-106.819128,-80.798527,0.002891,2.79409082e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q1.5m.wav
0,none,0,0,none,1.6,0,0,,true,0.0499999985,-26.020600,4.58644509e-06,-106.770474,-80.749874,0.048653,2.76213777e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q1.6m.wav
0,none,0,0,none,1.7,0,0,,true,0.0499999985,-26.020600,4.59758184e-06,-106.749409,-80.728809,0.021065,2.76511545e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q1.7m.wav
0,none,0,0,none,1.8,0,0,,true,0.0499999985,-26.020600,4.62313795e-06,-106.701261,-80.680661,0.048148,2.7448535e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q1.8m.wav
0,none,0,0,none,1.9,0,0,,true,0.0499999985,-26.020600,4.67467202e-06,-106.604975,-80.584375,0.096286,2.75908209e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q1.9m.wav
0,none,0,0,none,2.0,0,0,,true,0.0499999985,-26.020600,4.67992533e-06,-106.595220,-80.574619,0.009756,2.80431991e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q2m.wav
0,none,0,0,none,2.1,0,0,,true,0.0499999985,-26.020600,4.7825217e-06,-106.406859,-80.386259,0.188360,2.78715501e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q2.1m.wav
0,none,0,0,none,2.2,0,0,,true,0.0499999985,-26.020600,4.91814054e-06,-106.163980,-80.143379,0.242880,2.84252369e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q2.2m.wav
0,none,0,0,none,2.3,0,0,,true,0.0499999985,-26.020600,5.14842455e-06,-105.766511,-79.745911,0.397468,2.87857105e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q2.3m.wav
0,none,0,0,none,2.4,0,0,,true,0.0499999985,-26.020600,5.49528012e-06,-105.200202,-79.179602,0.566310,2.94435208e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q2.4m.wav
0,none,0,0,none,2.5,0,0,,true,0.0499999985,-26.020600,5.95190215e-06,-104.506883,-78.486283,0.693319,2.97642428e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q2.5m.wav
0,none,0,0,none,2.6,0,0,,true,0.0499999985,-26.020600,6.48770217e-06,-103.758181,-77.737580,0.748702,2.98450377e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q2.6m.wav
0,none,0,0,none,2.7,0,0,,true,0.0499999985,-26.020600,7.12121621e-06,-102.948915,-76.928315,0.809265,2.99837288e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q2.7m.wav
0,none,0,0,none,2.8,0,0,,true,0.0499999985,-26.020600,7.7675494e-06,-102.194318,-76.173718,0.754597,2.98580912e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q2.8m.wav
0,none,0,0,none,2.9,0,0,,true,0.0499999985,-26.020600,8.36489744e-06,-101.550787,-75.530186,0.643532,2.94477727e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q2.9m.wav
0,none,0,0,none,3.0,0,0,,true,0.0499999985,-26.020600,8.82570427e-06,-101.085012,-75.064411,0.465775,2.8993421e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q3m.wav
0,none,0,0,none,3.1,0,0,,true,0.0499999985,-26.020600,9.15563744e-06,-100.766227,-74.745627,0.318784,2.84172606e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q3.1m.wav
0,none,0,0,none,3.2,0,0,,true,0.0499999985,-26.020600,9.35247872e-06,-100.581464,-74.560864,0.184763,2.81490483e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q3.2m.wav
0,none,0,0,none,3.3,0,0,,true,0.0499999985,-26.020600,9.3918934e-06,-100.544936,-74.524336,0.036529,2.80472736e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q3.3m.wav
0,none,0,0,none,3.4,0,0,,true,0.0499999985,-26.020600,9.18402565e-06,-100.739337,-74.718737,-0.194401,2.91398633e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q3.4m.wav
0,none,0,0,none,3.5,0,0,,true,0.0499999985,-26.020600,8.70817179e-06,-101.201459,-75.180859,-0.462122,3.17445197e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q3.5m.wav
0,none,0,0,none,3.6,0,0,,true,0.0499999985,-26.020600,7.97817998e-06,-101.961922,-75.941322,-0.760463,3.37326093e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q3.6m.wav
0,none,0,0,none,3.7,0,0,,true,0.0499999985,-26.020600,7.11030795e-06,-102.962231,-76.941630,-1.000308,3.46761259e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q3.7m.wav
0,none,0,0,none,3.8,0,0,,true,0.0499999985,-26.020600,6.39053129e-06,-103.889259,-77.868659,-0.927029,3.45024511e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q3.8m.wav
0,none,0,0,none,3.9,0,0,,true,0.0499999985,-26.020600,5.97100405e-06,-104.479051,-78.458451,-0.589792,3.38445249e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q3.9m.wav
0,none,0,0,none,4.0,0,0,,true,0.0499999985,-26.020600,5.90291302e-06,-104.578671,-78.558071,-0.099620,3.24430594e-05,profile_00_none/mix_01_input.wav,profile_00_none/mix_01_q4m.wav
1,0,1,1,0.301680,0.0,0,,,,0.014280094,-36.905379,3.66495271e-06,-108.718630,-71.813251,,,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q0m.wav
1,0,1,1,0.301680,0.1,0,0,,true,0.014280094,-36.905379,2.673825e-06,-111.457337,-74.551959,-2.738707,9.77422836e-05,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q0.1m.wav
1,0,1,1,0.301680,0.2,0,0,,true,0.014280094,-36.905379,3.24528564e-06,-109.774939,-72.869560,1.682398,9.19223361e-05,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q0.2m.wav
1,0,1,1,0.301680,0.3,0,0,,true,0.014280094,-36.905379,0.000720455067,-62.847862,-25.942483,46.927077,0.00770361242,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q0.3m.wav
1,0,1,1,0.301680,0.4,1,1,0.301680,false,0.014280094,-36.905379,0.0139924968,-37.082096,-0.176717,25.765766,0.566856969,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q0.4m.wav
1,0,1,1,0.301680,0.5,1,0,,true,0.014280094,-36.905379,0.0141796505,-36.966689,-0.061311,0.115406,0.0191662482,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q0.5m.wav
1,0,1,1,0.301680,0.6,1,0,,true,0.014280094,-36.905379,0.014245149,-36.926660,-0.021281,0.040029,0.00840765553,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q0.6m.wav
1,0,1,1,0.301680,0.7,1,0,,true,0.014280094,-36.905379,0.0142793272,-36.905845,-0.000466,0.020815,0.00570764697,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q0.7m.wav
1,0,1,1,0.301680,0.8,1,0,,true,0.014280094,-36.905379,0.0142948948,-36.896381,0.008998,0.009464,0.00383506703,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q0.8m.wav
1,0,1,1,0.301680,0.9,1,0,,true,0.014280094,-36.905379,0.0143050328,-36.890223,0.015156,0.006158,0.00254838406,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q0.9m.wav
1,0,1,1,0.301680,1.0,1,0,,true,0.014280094,-36.905379,0.0143126371,-36.885607,0.019772,0.004616,0.00204503339,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q1m.wav
1,0,1,1,0.301680,1.1,1,0,,true,0.014280094,-36.905379,0.0143183623,-36.882133,0.023246,0.003474,0.00147545194,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q1.1m.wav
1,0,1,1,0.301680,1.2,1,0,,true,0.014280094,-36.905379,0.0143227932,-36.879446,0.025933,0.002687,0.00116183094,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q1.2m.wav
1,0,1,1,0.301680,1.3,1,0,,true,0.014280094,-36.905379,0.0143259286,-36.877544,0.027834,0.001901,0.000945470135,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q1.3m.wav
1,0,1,1,0.301680,1.4,1,0,,true,0.014280094,-36.905379,0.0143285621,-36.875948,0.029431,0.001597,0.000805149911,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q1.4m.wav
1,0,1,1,0.301680,1.5,1,0,,true,0.014280094,-36.905379,0.0143309462,-36.874503,0.030876,0.001445,0.00073125994,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q1.5m.wav
1,0,1,1,0.301680,1.6,1,0,,true,0.014280094,-36.905379,0.0143332461,-36.873109,0.032270,0.001394,0.000671112484,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q1.6m.wav
1,0,1,1,0.301680,1.7,1,0,,true,0.014280094,-36.905379,0.0143350611,-36.872009,0.033370,0.001100,0.000614359943,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q1.7m.wav
1,0,1,1,0.301680,1.8,1,0,,true,0.014280094,-36.905379,0.0143365566,-36.871103,0.034276,0.000906,0.00058611707,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q1.8m.wav
1,0,1,1,0.301680,1.9,1,0,,true,0.014280094,-36.905379,0.0143380097,-36.870223,0.035156,0.000880,0.000561120779,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q1.9m.wav
1,0,1,1,0.301680,2.0,1,0,,true,0.014280094,-36.905379,0.0143393087,-36.869436,0.035943,0.000787,0.000539397756,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q2m.wav
1,0,1,1,0.301680,2.1,1,0,,true,0.014280094,-36.905379,0.014340579,-36.868666,0.036712,0.000769,0.000520854185,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q2.1m.wav
1,0,1,1,0.301680,2.2,1,0,,true,0.014280094,-36.905379,0.0143412281,-36.868273,0.037106,0.000393,0.000511936387,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q2.2m.wav
1,0,1,1,0.301680,2.3,1,0,,true,0.014280094,-36.905379,0.0143417225,-36.867974,0.037405,0.000299,0.000500254393,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q2.3m.wav
1,0,1,1,0.301680,2.4,1,0,,true,0.014280094,-36.905379,0.0143420698,-36.867763,0.037615,0.000210,0.000509583882,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q2.4m.wav
1,0,1,1,0.301680,2.5,1,0,,true,0.014280094,-36.905379,0.0143423926,-36.867568,0.037811,0.000195,0.000491630492,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q2.5m.wav
1,0,1,1,0.301680,2.6,1,0,,true,0.014280094,-36.905379,0.0143425928,-36.867447,0.037932,0.000121,0.00047587481,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q2.6m.wav
1,0,1,1,0.301680,2.7,1,0,,true,0.014280094,-36.905379,0.0143429477,-36.867232,0.038147,0.000215,0.000431986725,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q2.7m.wav
1,0,1,1,0.301680,2.8,1,0,,true,0.014280094,-36.905379,0.0143432207,-36.867066,0.038312,0.000165,0.000390994515,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q2.8m.wav
1,0,1,1,0.301680,2.9,1,0,,true,0.014280094,-36.905379,0.0143436345,-36.866816,0.038563,0.000251,0.000354815239,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q2.9m.wav
1,0,1,1,0.301680,3.0,1,0,,true,0.014280094,-36.905379,0.0143440773,-36.866548,0.038831,0.000268,0.000329302265,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q3m.wav
1,0,1,1,0.301680,3.1,1,0,,true,0.014280094,-36.905379,0.0143447705,-36.866128,0.039251,0.000420,0.00033735175,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q3.1m.wav
1,0,1,1,0.301680,3.2,1,0,,true,0.014280094,-36.905379,0.0143456468,-36.865597,0.039781,0.000531,0.000378416089,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q3.2m.wav
1,0,1,1,0.301680,3.3,1,0,,true,0.014280094,-36.905379,0.0143469147,-36.864830,0.040549,0.000768,0.000457392031,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q3.3m.wav
1,0,1,1,0.301680,3.4,1,0,,true,0.014280094,-36.905379,0.0143488397,-36.863664,0.041714,0.001165,0.000588386206,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q3.4m.wav
1,0,1,1,0.301680,3.5,1,0,,true,0.014280094,-36.905379,0.014351384,-36.862124,0.043254,0.001540,0.000775483319,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q3.5m.wav
1,0,1,1,0.301680,3.6,1,0,,true,0.014280094,-36.905379,0.0143528211,-36.861255,0.044124,0.000870,0.000996058852,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q3.6m.wav
1,0,1,1,0.301680,3.7,1,0,,true,0.014280094,-36.905379,0.0143527102,-36.861322,0.044057,-0.000067,0.00124682049,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q3.7m.wav
1,0,1,1,0.301680,3.8,1,0,,true,0.014280094,-36.905379,0.0143510309,-36.862338,0.043041,-0.001016,0.00153650106,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q3.8m.wav
1,0,1,1,0.301680,3.9,1,0,,true,0.014280094,-36.905379,0.0143476541,-36.864382,0.040997,-0.002044,0.00184589892,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q3.9m.wav
1,0,1,1,0.301680,4.0,1,0,,true,0.014280094,-36.905379,0.0143428312,-36.867302,0.038076,-0.002920,0.00209857285,profile_01_0/mix_01_input.wav,profile_01_0/mix_01_q4m.wav
2,1,2,1,1.072326,0.0,0,,,,0.00606754484,-44.339740,6.91376583e-07,-123.205694,-78.865954,,,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q0m.wav
2,1,2,1,1.072326,0.1,0,0,,true,0.00606754484,-44.339740,4.83945761e-07,-126.304048,-81.964308,-3.098354,8.51201763e-05,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q0.1m.wav
2,1,2,1,1.072326,0.2,0,0,,true,0.00606754484,-44.339740,5.41705312e-07,-125.324722,-80.984982,0.979326,7.78903606e-05,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q0.2m.wav
2,1,2,1,1.072326,0.3,0,0,,true,0.00606754484,-44.339740,6.51087717e-07,-123.727197,-79.387456,1.597525,8.90262435e-05,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q0.3m.wav
2,1,2,1,1.072326,0.4,0,0,,true,0.00606754484,-44.339740,7.93876712e-07,-122.004928,-77.665188,1.722269,9.16235399e-05,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q0.4m.wav
2,1,2,1,1.072326,0.5,0,0,,true,0.00606754484,-44.339740,8.99998008e-07,-120.915159,-76.575419,1.089768,7.25138514e-05,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q0.5m.wav
2,1,2,1,1.072326,0.6,0,0,,true,0.00606754484,-44.339740,9.84941844e-07,-120.131779,-75.792039,0.783380,6.47968535e-05,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q0.6m.wav
2,1,2,1,1.072326,0.7,0,0,,true,0.00606754484,-44.339740,1.13381132e-06,-118.909177,-74.569436,1.222603,7.01446531e-05,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q0.7m.wav
2,1,2,1,1.072326,0.8,0,0,,true,0.00606754484,-44.339740,4.38414315e-06,-107.162303,-62.822563,11.746873,0.000135649081,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q0.8m.wav
2,1,2,1,1.072326,0.9,0,0,,true,0.00606754484,-44.339740,5.23927202e-05,-85.614581,-41.274841,21.547723,0.000623632565,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q0.9m.wav
2,1,2,1,1.072326,1.0,0,0,,true,0.00606754484,-44.339740,0.000262862961,-71.605412,-27.265672,14.009169,0.00589706033,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q1m.wav
2,1,2,1,1.072326,1.1,1,1,1.072326,false,0.00606754484,-44.339740,0.000492944307,-66.144043,-21.804303,5.461369,0.0142043449,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q1.1m.wav
2,1,2,1,1.072326,1.2,1,0,,true,0.00606754484,-44.339740,0.000776455919,-62.197664,-17.857924,3.946379,0.0235871165,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q1.2m.wav
2,1,2,1,1.072326,1.3,1,0,,true,0.00606754484,-44.339740,0.00419280631,-47.549904,-3.210164,14.647760,0.35264581,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q1.3m.wav
2,1,2,1,1.072326,1.4,1,0,,true,0.00606754484,-44.339740,0.00588419846,-44.606254,-0.266514,2.943650,0.2074899,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q1.4m.wav
2,1,2,1,1.072326,1.5,1,0,,true,0.00606754484,-44.339740,0.00602673682,-44.398355,-0.058615,0.207898,0.0192877595,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q1.5m.wav
2,1,2,1,1.072326,1.6,1,0,,true,0.00606754484,-44.339740,0.00604008859,-44.379134,-0.039394,0.019222,0.00283096811,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q1.6m.wav
2,1,2,1,1.072326,1.7,1,0,,true,0.00606754484,-44.339740,0.0060416718,-44.376857,-0.037117,0.002276,0.000943088134,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q1.7m.wav
2,1,2,1,1.072326,1.8,1,0,,true,0.00606754484,-44.339740,0.00604273805,-44.375325,-0.035585,0.001533,0.000426848223,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q1.8m.wav
2,1,2,1,1.072326,1.9,1,0,,true,0.00606754484,-44.339740,0.00604343969,-44.374316,-0.034576,0.001008,0.000336851822,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q1.9m.wav
2,1,2,1,1.072326,2.0,1,0,,true,0.00606754484,-44.339740,0.00604384052,-44.373740,-0.034000,0.000576,0.00032153169,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q2m.wav
2,1,2,1,1.072326,2.1,1,0,,true,0.00606754484,-44.339740,0.00604381941,-44.373770,-0.034030,-0.000030,0.000323602002,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q2.1m.wav
2,1,2,1,1.072326,2.2,1,0,,true,0.00606754484,-44.339740,0.00604428529,-44.373101,-0.033361,0.000670,0.000291452052,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q2.2m.wav
2,1,2,1,1.072326,2.3,1,0,,true,0.00606754484,-44.339740,0.00604451394,-44.372772,-0.033032,0.000329,0.000281043081,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q2.3m.wav
2,1,2,1,1.072326,2.4,1,0,,true,0.00606754484,-44.339740,0.00604351733,-44.374205,-0.034464,-0.001432,0.000383332953,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q2.4m.wav
2,1,2,1,1.072326,2.5,1,0,,true,0.00606754484,-44.339740,0.0060429454,-44.375027,-0.035286,-0.000822,0.000313597747,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q2.5m.wav
2,1,2,1,1.072326,2.6,1,0,,true,0.00606754484,-44.339740,0.00604239529,-44.375817,-0.036077,-0.000791,0.000272400622,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q2.6m.wav
2,1,2,1,1.072326,2.7,1,0,,true,0.00606754484,-44.339740,0.00604183083,-44.376629,-0.036889,-0.000811,0.000254246874,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q2.7m.wav
2,1,2,1,1.072326,2.8,1,0,,true,0.00606754484,-44.339740,0.00604103009,-44.377780,-0.038040,-0.001151,0.000272588684,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q2.8m.wav
2,1,2,1,1.072326,2.9,1,0,,true,0.00606754484,-44.339740,0.00604018573,-44.378994,-0.039254,-0.001214,0.000250134973,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q2.9m.wav
2,1,2,1,1.072326,3.0,1,0,,true,0.00606754484,-44.339740,0.00603953682,-44.379927,-0.040187,-0.000933,0.000242933886,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q3m.wav
2,1,2,1,1.072326,3.1,1,0,,true,0.00606754484,-44.339740,0.00603911574,-44.380533,-0.040793,-0.000606,0.000235693039,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q3.1m.wav
2,1,2,1,1.072326,3.2,1,0,,true,0.00606754484,-44.339740,0.00603895713,-44.380761,-0.041021,-0.000228,0.000253446679,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q3.2m.wav
2,1,2,1,1.072326,3.3,1,0,,true,0.00606754484,-44.339740,0.00603890155,-44.380841,-0.041101,-0.000080,0.000284024043,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q3.3m.wav
2,1,2,1,1.072326,3.4,1,0,,true,0.00606754484,-44.339740,0.00603870923,-44.381118,-0.041378,-0.000277,0.000344462591,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q3.4m.wav
2,1,2,1,1.072326,3.5,1,0,,true,0.00606754484,-44.339740,0.00603839964,-44.381563,-0.041823,-0.000445,0.000400653883,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q3.5m.wav
2,1,2,1,1.072326,3.6,1,0,,true,0.00606754484,-44.339740,0.0060378966,-44.382287,-0.042546,-0.000724,0.000483282195,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q3.6m.wav
2,1,2,1,1.072326,3.7,1,0,,true,0.00606754484,-44.339740,0.00603743536,-44.382950,-0.043210,-0.000664,0.000544206385,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q3.7m.wav
2,1,2,1,1.072326,3.8,1,0,,true,0.00606754484,-44.339740,0.00603690854,-44.383708,-0.043968,-0.000758,0.000607626214,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q3.8m.wav
2,1,2,1,1.072326,3.9,1,0,,true,0.00606754484,-44.339740,0.00603602912,-44.384973,-0.045233,-0.001265,0.000664041486,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q3.9m.wav
2,1,2,1,1.072326,4.0,1,0,,true,0.00606754484,-44.339740,0.00603545887,-44.385794,-0.046054,-0.000821,0.000701763165,profile_02_1/mix_01_input.wav,profile_02_1/mix_01_q4m.wav
3,2,3,1,2.861592,0.0,0,,,,0.0125450873,-38.030526,9.94902817e-07,-120.044378,-82.013852,,,profile_03_2/mix_01_input.wav,profile_03_2/mix_01_q0m.wav
3,2,3,1,2.861592,0.1,0,0,,true,0.0125450873,-38.030526,7.07703597e-07,-123.002960,-84.972433,-2.958582,5.96165094e-05,profile_03_2/mix_01_input.wav,profile_03_2/mix_01_q0.1m.wav
3,2,3,1,2.861592,0.2,0,0,,true,0.0125450873,-38.030526,7.73317347e-07,-122.232834,-84.202307,0.770126,5.4329483e-05,profile_03_2/mix_01_input.wav,profile_03_2/mix_01_q0.2m.wav
3,2,3,1,2.861592,0.3,0,0,,true,0.0125450873,-38.030526,9.98377862e-07,-120.014092,-81.983566,2.218741,6.42132454e-05,profile_03_2/mix_01_input.wav,profile_03_2/mix_01_q0.3m.wav
3,2,3,1,2.861592,0.4,0,0,,true,0.0125450873,-38.030526,4.56203939e-06,-106.816817,-68.786291,13.197275,0.000112567709,profile_03_2/mix_01_input.wav,profile_03_2/mix_01_q0.4m.wav
3,2,3,1,2.861592,0.5,0,0,,true,0.0125450873,-38.030526,7.86138439e-06,-102.090018,-64.059492,4.726799,9.03048364e-05,profile_03_2/mix_01_input.wav,profile_03_2/mix_01_q0.5m.wav
3,2,3,1,2.861592,0.6,0,0,,true,0.0125450873,-38.030526,8.19706731e-06,-101.726829,-63.696303,0.363189,4.99286957e-05,profile_03_2/mix_01_input.wav,profile_03_2/mix_01_q0.6m.wav
